Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2020-01-01,81.72217559814453,81.88938091518904,79.5275852592491,79.65299349931242,13620373
2020-01-02,81.55496215820312,82.22378907596925,81.24145007203522,81.74307167778643,5673692
2020-01-03,80.67713928222656,81.42956608111126,79.94560535316243,81.19965946748174,7358268
2020-01-06,80.71894073486328,81.07425561403014,78.58705712956927,80.25912748269023,7355290
2020-01-07,80.13370513916016,81.30415361356627,79.90379855349966,80.73983074820137,14023712
2020-01-08,79.65299987792969,79.820205208364,78.94237013645005,79.54849583769486,9451757
2020-01-09,80.65621948242188,80.84432898063557,79.90379282897865,80.2382034150188,7714854
2020-01-10,80.32182312011719,80.9697458714466,79.84110002171052,80.9697458714466,4118638
2020-01-13,81.42955780029297,81.51316328931445,80.17550948320851,80.42632028056667,27682638
2020-01-14,81.61767578125,82.0774890094418,81.1996596321979,81.4295662462938,5994314
2020-01-15,81.19964599609375,81.84756865043413,80.63532315570049,81.68036335283395,7114590
2020-01-16,82.11930847167969,82.64182876434113,81.13696918753458,81.13696918753458,8552344
2020-01-17,82.51641845703125,82.70452234300038,80.9488577254176,81.91029270625764,4698386
2020-01-20,85.5470199584961,88.20142343754578,84.96179852816152,85.44251592916112,49337827
2020-01-21,83.85404968261719,85.40071155516752,83.18522844339078,85.1290022180185,17283910
2020-01-22,83.62415313720703,84.58558803638446,80.69804002006715,83.81226267690597,56787054
2020-01-23,84.41837310791016,86.69656318653027,81.05334567369411,82.24469272701191,226059260
2020-01-24,82.32830047607422,82.82992212673884,81.19966026663923,82.11929239991511,16151679
2020-01-27,80.67713928222656,82.11929159170671,80.38452571060091,82.09839305217926,8213919
2020-01-28,79.6112060546875,80.67715078643117,79.04688304020057,80.67715078643117,9174575
2020-01-29,80.42633056640625,81.01155205528255,79.1095751293008,79.6111967881702,17600091
2020-01-30,81.26235961914062,81.61767447408566,80.00831119206879,80.42632733442606,26386034
2020-01-31,78.10633850097656,81.72218286064353,77.37481021290405,81.63857735983811,63986362
2020-02-03,78.31535339355469,79.00507899120277,74.17699413795869,75.61914662945782,16329297
2020-02-04,81.241455078125,81.63857267962392,78.58705145106478,78.73335823423315,14207381
2020-02-05,79.15138244628906,81.80578634403028,78.5870594649256,81.13695931684794,14550344
2020-02-06,80.63533782958984,80.99065269521604,78.85876917116585,79.40218790468334,9175642
2020-02-07,79.59030151367188,80.59353920286635,78.81697045356313,80.59353920286635,18058457
2020-02-10,78.0018310546875,79.88290371332799,77.22850004997171,79.71569838872354,30471811
2020-02-11,79.21406555175781,79.92469516804385,78.62884416348427,78.79604946446156,32456571
2020-02-12,79.15138244628906,80.21732711546613,78.81697176755156,79.44399604246489,16386952
2020-02-13,79.65299987792969,79.90381070843468,78.46165268531126,78.92147159628591,18581113
2020-02-14,76.956787109375,80.00830823772851,76.66417355264707,79.63208918773357,23830630
2020-02-17,76.74779510498047,77.66743304452052,75.47284791897555,77.33301667118424,17670292
2020-02-18,77.33300018310547,77.89732308615424,75.59823439719791,76.32976261641129,30879880
2020-02-19,78.37804412841797,78.56615366138702,76.49697147755484,77.75101991146359,22313738
2020-02-20,79.10957336425781,79.71569904939261,77.70922379809619,78.37804510205707,25907657
2020-02-24,77.79281616210938,79.08866723618526,77.35390151478502,79.00506174635855,14921452
2020-02-25,77.81372833251953,78.46165110100975,77.47931200869641,77.79282412307043,17807428
2020-02-26,77.68830871582031,78.75425315052286,76.89407927624393,77.3329939042528,17113656
2020-02-27,77.93914031982422,78.46166057353044,75.78635800849615,77.37481731188,28472046
2020-02-28,75.86995697021484,77.45842192494379,74.8876177706614,76.68509082445671,28010970
2020-03-02,76.70599365234375,78.25265593973597,75.97446526473811,76.81049770771598,19540018
2020-03-03,80.13370513916016,81.38775343121273,76.09985093366564,76.83137910402964,16039306
2020-03-04,82.3700942993164,82.76721186886833,78.81695738964284,79.71569088579548,16939245
2020-03-05,81.9102783203125,83.4151374923039,81.32505688390098,81.95208106642185,9715265
2020-03-06,79.67390441894531,80.50993680379192,78.6497681493327,79.63210166576148,14371982
2020-03-09,75.64004516601562,78.8378677295096,74.38599665721743,77.29121130381611,69609292
2020-03-11,75.8281478881836,76.87318829630107,74.09338194465,75.03391831195573,42604599
2020-03-12,69.4324951171875,74.36508302567276,68.8681722257804,73.65445902920634,58418097
2020-03-13,70.1849136352539,72.1495914211372,62.49341912425504,68.05303055624785,44617540
2020-03-16,68.4556655883789,70.6010017468029,67.17713684654092,70.38430136224993,39669086
2020-03-17,70.21092987060547,73.82982683125731,67.5021755405327,67.84889374343277,35460792
2020-03-18,62.474727630615234,71.46779219392971,52.93990631161943,71.07773273794253,119909061
2020-03-19,63.77494430541992,65.83359810948627,60.719465132359865,63.0164929039218,44039786
2020-03-20,68.15228271484375,70.14592725692054,64.25167612840492,64.25167612840492,131485883
2020-03-23,66.31031799316406,67.54551103825317,61.34787813135993,61.34787813135993,39665620
2020-03-24,63.83995056152344,68.13061713364033,63.01649025024837,65.89860427889828,42302851
2020-03-25,65.11846160888672,68.02224227237427,64.29499571783512,64.3600105143503,23309603
2020-03-26,68.6290283203125,70.08091614591696,63.81827876727348,65.2701724712519,25329120
2020-03-27,69.34413146972656,72.05288591639088,67.89223791063982,68.73737164934843,28883749
2020-03-30,67.45883178710938,69.30078466306554,66.33198885202631,67.17712252293182,22364337
2020-03-31,68.9540786743164,70.12425718143098,67.78389428882791,68.65069579559749,24838523
2020-04-01,67.00376892089844,70.18925945305912,66.37533553682172,68.91073087901714,14182117
2020-04-03,67.69719696044922,69.53914975892879,65.76856755730009,66.9820870496552,21066826
2020-04-07,68.47731018066406,70.1675712893419,67.78386806781961,69.77751193785804,24741992
2020-04-08,68.6290283203125,70.51431690063446,67.28548480501347,68.43399562934005,21481260
2020-04-09,71.27276611328125,72.24791770212482,68.6290206300751,69.73419007941517,15607786
2020-04-13,69.32245635986328,71.46779218508722,68.1522779920465,71.0777327291483,14901247
2020-04-15,69.14910888671875,71.03440343232663,68.67236685887694,69.97256918296868,25249654
2020-04-16,70.81769561767578,72.2479215512003,68.26063249081956,68.56400947426518,31150756
2020-04-17,72.70299530029297,75.08669948603627,71.18609263663814,72.65965404851373,18536308
2020-04-20,71.72783660888672,73.33142162007258,70.27594302498171,73.33142162007258,24177042
2020-04-21,70.49264526367188,71.9445388862827,70.27594489845754,71.07773742542533,13915863
2020-04-22,70.297607421875,70.53598133313183,67.87056821238389,69.34412941196726,19702407
2020-04-23,68.47731018066406,70.1675712893419,68.30395112204586,69.99421223072369,32128585
2020-04-24,68.97572326660156,69.38745619581276,67.50216237413682,68.04391313448208,33134279
2020-04-27,69.17076873779297,69.99422887077311,68.32563504335072,69.99422887077311,9762001
2020-04-28,68.13060760498047,69.51749226669901,67.95724849185903,69.36580083832769,26134701
2020-04-29,68.4990005493164,69.60417593605041,67.610531405605,69.12743395814792,14509262
2020-04-30,70.23258972167969,70.83934944827656,68.13059542027936,69.17076166972825,18702868
2020-05-04,68.9323959350586,69.99422999087598,68.30396845331563,69.73418839778058,12598146
2020-05-05,70.9260482788086,71.87953226781529,69.43081335931487,69.9725642898019,18305545
2020-05-06,71.68448638916016,72.22623721994701,70.51430224331146,70.60098472758645,12853774
2020-05-07,70.10258483886719,71.5111371938111,69.77753429541859,70.92604503992891,8561359
2020-05-08,68.91072082519531,70.47096433724894,68.52066141677504,70.47096433724894,30898767
2020-05-11,68.82405853271484,70.3843025024463,68.62903171048231,69.04075892077826,9453421
2020-05-12,70.77435302734375,71.51113660443762,68.34730781392253,68.69403191776756,19986028
