Price,Close,High,Low,Open,Volume
Ticker,NTPC.NS,NTPC.NS,NTPC.NS,NTPC.NS,NTPC.NS
Date,,,,,
2020-01-01,91.9999771118164,92.3405752845786,89.50223792951984,90.1077522084439,9953746
2020-01-02,91.88644409179688,92.45411157287312,91.28092980213732,91.96213193435126,8731299
2020-01-03,90.3348159790039,91.8485959058397,90.14559348814943,91.58368557356586,7392962
2020-01-06,89.99423217773438,90.18345469880842,88.17769482050102,90.06992003124138,6596841
2020-01-07,91.24308776855469,91.99997773503092,90.25912850229072,90.25912850229072,8959942
2020-01-08,90.78895568847656,91.39447001498402,88.97242425817937,90.59973318326956,6372683
2020-01-09,90.3348159790039,91.73506125640459,89.99421780531071,91.20524059185692,8309627
2020-01-10,91.05386352539062,92.18919845326526,90.1077510854951,90.78894742253023,5588344
2020-01-13,92.15133666992188,92.34055912714963,90.9024672972964,91.12953655581416,3534313
2020-01-14,93.47591400146484,93.8543589974222,91.84859936392577,92.15135651561413,8631692
2020-01-15,93.7408218383789,94.61124646074016,92.60548688085004,93.09746651736832,6537916
2020-01-16,91.92428588867188,93.40022481648666,91.5458408981469,93.40022481648666,8806007
2020-01-17,91.73505401611328,92.11349896795305,91.2809212288279,91.92427649203317,6811534
2020-01-20,89.50222778320312,92.15134234761084,89.16162964905244,91.58367494095204,10655638
2020-01-21,88.66967010498047,90.48620737155595,88.5182886309084,89.61578266313303,5150830
2020-01-22,84.88522338867188,87.61002651410145,84.39324368313012,87.00451214195576,19388739
2020-01-23,85.90701293945312,86.62605611236134,84.99874727108356,85.22581080086981,22793170
2020-01-24,86.85311126708984,88.0262928576663,85.9448457466903,86.28544387318729,9898052
2020-01-27,85.6421127319336,87.2694275403301,85.22582088282763,87.04235820906995,5597365
2020-01-28,84.80951690673828,86.09622744664566,83.93909235345424,86.09622744664566,12128081
2020-01-29,85.67994689941406,86.96666338234182,84.58245869376944,84.84736904258581,18501507
2020-01-30,86.02055358886719,86.89097828359647,84.80953068840643,85.86917211717666,18545239
2020-01-31,85.41503143310547,87.23156850483133,84.39323113482597,86.09623355682918,64518347
2020-02-03,83.44712829589844,84.50677552441971,81.13861132571326,82.8416139439969,14889516
2020-02-04,84.77166748046875,84.99873675677892,83.44711017608643,83.52279800998596,9743806
2020-02-05,84.1661605834961,85.22580767412605,83.63633992548716,84.24185419859344,10671590
2020-02-06,84.77166748046875,85.150112424578,83.63633264814105,83.63633264814105,11852617
2020-02-07,87.4964828491211,87.98846250406632,84.99874931377312,85.07443715885414,18446803
2020-02-10,85.90701293945312,87.72355005080455,84.80952477562221,87.64786220754247,31637511
2020-02-11,88.44259643554688,88.97242290684692,86.36114890988328,86.66390606853867,20937033
2020-02-12,88.40475463867188,89.99422248966151,88.10199748262326,88.55613032938994,13679292
2020-02-13,87.15587615966797,88.63180920596089,86.81527222809984,88.40474569286069,20903696
2020-02-14,85.3014907836914,87.42078484741278,84.69598231877941,86.89096421878831,23827224
2020-02-17,83.48497009277344,86.09623830741714,82.65238646527547,85.60425864788083,22137354
2020-02-18,82.95514678955078,83.9391061461825,78.56518804557803,82.95514678955078,34458578
2020-02-19,84.80951690673828,86.09622744664566,83.56064739764481,84.998739384643,17935374
2020-02-20,84.27970123291016,85.07443805112716,83.97694407479831,84.54461158077832,19663654
2020-02-24,83.03083038330078,83.82556719020866,82.38747504060089,83.82556719020866,11370193
2020-02-25,83.3335952758789,85.11228577956108,82.99299705535296,83.9391096397172,10775289
2020-02-26,82.57669067382812,84.43107447755439,81.93333538462184,83.25789276959263,14998071
2020-02-27,82.53886413574219,83.48497671971624,80.7223268195894,82.65239302612872,22610691
2020-02-28,80.64663696289062,83.40928101972425,79.73836544008772,80.72232481280435,25696761
2020-03-02,78.640869140625,83.25789680873226,77.73259771067151,82.76591717266732,15614944
2020-03-03,82.4253158569336,83.22004683144199,78.94362327788674,79.20853360272287,17194661
2020-03-04,81.70628356933594,84.01480067243273,81.36568533591458,82.23611010140746,17095867
2020-03-05,81.63058471679688,82.99298901615593,81.02507618622471,81.8198072153405,11579256
2020-03-06,79.58699035644531,81.13861150283427,77.88398773444412,79.28423317983365,13533444
2020-03-09,77.88397979736328,79.01931476299653,75.34839952903815,78.71655761723855,47383195
2020-03-11,77.99752807617188,79.32208576749717,76.82434609686702,77.95968126086014,28434577
2020-03-12,71.4125747680664,75.68900468785263,70.57999687142258,74.9321146409741,47225243
2020-03-13,74.21307373046875,76.25667461119657,61.497318234835944,68.12010635243367,49533058
2020-03-16,68.72562408447266,72.66145033440777,66.79555200011966,72.66145033440777,34649740
2020-03-17,66.6820068359375,72.58575105643746,65.35744935598285,68.87698895764197,21241388
2020-03-18,60.967498779296875,68.38501816245734,56.691068635517624,67.3632177005735,88654467
2020-03-19,59.30232620239258,64.29779869850118,56.80459284164429,59.453707656584974,33846928
2020-03-20,61.49730682373047,62.32988459196013,57.78854501113081,59.41585951585036,58499591
